"Id","NA_L3CODE","X","Y"
1463,"10.2.4",-1133145.00961996,4903323.91933994
1464,"10.2.4",-949996.841733049,3929905.27322992
1465,"10.2.4",-775442.511654989,3902781.15822991
1466,"10.2.4",-1105290.47933997,4517298.02555993
1467,"10.2.4",-987458.338797024,4589640.70157995
1468,"10.2.4",-971048.91781996,4110669.23496991
1469,"10.2.4",-763318.243413001,3996240.71518992
1470,"10.2.4",-790424.86108698,4269402.83534992
1471,"10.2.4",-965950.88158604,4052961.74389992
1472,"10.2.4",-877357.35721002,4262007.75212993
1473,"10.2.4",-759066.395338005,3918755.82463991
1474,"10.2.4",-976371.018597004,4517432.33014994
1475,"10.2.4",-958745.285027998,4001313.92335991
1476,"10.2.4",-1277916.23091006,4518842.30466994
1477,"10.2.4",-803047.815680037,4287258.61396993
1478,"10.2.4",-905605.663548049,4007917.36088993
1479,"10.2.4",-1161068.17543002,4889150.74668996
1480,"10.2.4",-813965.390759043,3617376.2220499
1481,"10.2.4",-852610.224733063,4357828.76906993
1482,"10.2.4",-1064847.60993001,3947493.70977991
1483,"10.2.4",-787804.698044049,4461849.66962994
1484,"10.2.4",-1084278.15126004,4124596.72386992
1485,"10.2.4",-1059340.51499002,4388617.61244993
1486,"10.2.4",-1290647.64443004,4671355.04841994
1487,"10.2.4",-972377.585990039,4729304.33755995
1488,"10.2.4",-1154739.53609996,4248303.66103992
1489,"10.2.4",-985451.239344037,4280568.36919992
1490,"10.2.4",-977109.883078029,4802089.93282995
1491,"10.2.4",-1150894.99348005,4164349.05615993
1492,"10.2.4",-1324111.47762004,4640719.58006995
1493,"10.2.4",-1182289.53305006,4524248.89559994
1494,"10.2.4",-1159884.77212002,4755024.59883995
1495,"10.2.4",-1372874.12168005,4803873.85233996
1496,"10.2.4",-945956.307112023,4556369.81057995
1497,"10.2.4",-863090.218576062,4307089.62539993
1498,"10.2.4",-613103.224551006,3438705.3238099
1499,"10.2.4",-965833.863449983,3905839.8413299
1500,"10.2.4",-740480.534272017,4524931.12248994
1501,"11.1.1",-2278112.39039003,5244210.16764996
1502,"11.1.1",-2413872.48798001,5766798.79678997
1503,"11.1.1",-2240369.76020998,5229750.23235995
1504,"11.1.1",-2236549.87698001,5592408.30926997
1505,"11.1.1",-2331739.37618005,5926637.60494
1506,"11.1.1",-2427654.45280003,5450951.76084996
1507,"11.1.1",-2394152.66921002,5530117.92529996
1508,"11.1.1",-2323862.65922999,6156560.36176997
1509,"11.1.1",-2463043.72700006,5660842.87897998
1510,"11.1.1",-2267461.99121,5264884.05168996
1511,"11.1.1",-2492282.67105003,5665689.58495998
1512,"11.1.1",-2211384.88620003,5058736.27869995
1513,"11.1.1",-2202766.00007001,5117835.96334995
1514,"11.1.1",-2202888.32786001,5111150.16359995
1515,"11.1.1",-2163951.98638002,4865030.86116994
1516,"11.1.1",-2194637.05385001,4926627.48646994
1517,"11.1.1",-2185257.30764999,5045106.32679994
1518,"11.1.1",-2471338.49771999,5689930.75631996
1519,"11.1.1",-2394725.25225,5577683.58873997
1520,"11.1.1",-2145328.41548004,4994622.33162996
1521,"11.1.1",-2299409.07788006,5287130.74661997
1522,"11.1.1",-2435120.04473998,5906911.15961997
1523,"11.1.1",-2419032.58567998,5686342.50424996
1524,"11.1.1",-2425785.36629004,6011981.74287999
1525,"11.1.1",-2329393.94781998,5928178.81709997
1526,"11.1.1",-2296680.30630002,5310340.68321996
1527,"11.1.1",-2424582.28953004,5772184.66630999
1528,"11.1.1",-2162951.95293005,4981561.26685996
1529,"11.1.1",-2475855.41582,5799712.06205996
1530,"11.1.1",-2317880.51122001,5877631.95142997
1531,"11.1.1",-2411100.42091998,6026156.59804997
1532,"11.1.1",-2467548.06390005,5665252.48110999
1533,"11.1.1",-2304592.61507,5746651.70464997
1534,"11.1.1",-2210378.24143005,5047432.84197996
1535,"11.1.1",-2348453.84230005,5500327.32218997
1536,"11.1.1",-2174816.09339003,4702584.20009993
1537,"11.1.1",-2391652.01011999,5592630.73394995
1538,"11.1.1",-2238161.74568999,5202572.32287995
1539,"11.1.1",-2207817.31073006,4906406.56095996
1540,"11.1.1",-2202614.84685005,4923284.79408996
1541,"11.1.1",-2236066.32214003,5572072.69601998
1542,"11.1.1",-2484449.81911003,5955578.25794998
1543,"11.1.1",-2364882.05718999,5439156.43334995
1544,"11.1.1",-2472527.76960004,5809612.38380999
1545,"11.1.1",-2422376.67512001,5702664.82129998
1546,"11.1.1",-2329308.02120001,6113678.91183998
1547,"11.1.1",-2194685.83052005,4752736.88387995
1548,"11.1.1",-2368754.73422001,6106070.71596998
1549,"11.1.1",-2440965.51753001,5932790.35248997
1550,"11.1.1",-2361191.69833998,6085196.07301997
1551,"11.1.1",-2225312.56444005,5201730.78079997
1552,"11.1.1",-2469414.31555998,5966392.20565996
1553,"11.1.1",-2139555.76545007,4886690.95124996
1554,"11.1.1",-2393405.22236,5643246.39665996
1555,"11.1.1",-2326094.41862002,5811628.92990998
1556,"11.1.1",-2293298.65157,5766695.50347996
1557,"11.1.1",-2383535.96705005,5446962.27934998
1558,"11.1.1",-2427470.93851004,5932991.81033998
1559,"11.1.1",-2307402.94502001,5887522.70728997
1560,"11.1.1",-2205890.23303004,5192369.98574997
1561,"11.1.1",-2384033.43845001,5654179.93317997
1562,"11.1.1",-2448443.08626998,5815959.35727996
1563,"11.1.1",-2302755.41790006,5285290.55719997
1564,"11.1.1",-2446439.24937005,5511413.99013998
1565,"11.1.1",-2508354.38656998,5897093.91851997
1566,"11.1.1",-2409031.11044002,5512050.85509996
1567,"11.1.1",-2460500.34091005,5615931.47497999
1568,"11.1.1",-2244535.22901998,5585949.40195995
1569,"11.1.1",-2421389.08785001,5692979.52279997
1570,"11.1.1",-2361152.89799,6074479.97534998
1571,"11.1.1",-2360984.42099999,5503558.93835995
1572,"11.1.1",-2316989.43890001,6135095.59997999
1573,"11.1.1",-2400986.57584002,6078298.74151998
1574,"11.1.1",-2430740.12221999,5532897.29384995
1575,"11.1.1",-2317209.50439999,5349773.65341995
1576,"11.1.1",-2474735.55730002,5879034.61625998
1577,"11.1.1",-2300265.60646003,5807485.51240999
1578,"11.1.1",-2312692.84523003,5341286.07229996
1579,"11.1.1",-2142855.70004004,4816112.64833994
1580,"11.1.1",-2432331.16718997,5943873.79068996
1581,"11.1.1",-2420581.28682999,5405380.88074995
1582,"11.1.1",-2197835.05371004,5143381.09762996
1583,"11.1.1",-2319181.78397003,6047588.89703999
1584,"11.1.1",-2295005.92984002,5675366.89851997
1585,"11.1.1",-2178408.97013999,5250970.16776994
1586,"11.1.1",-2399056.54172003,5748540.92100998
1587,"11.1.1",-2333544.09425002,5338193.14842997
1588,"11.1.1",-2456891.02957001,5954344.37771998
1589,"11.1.1",-2220703.21275005,5121474.83637997
1590,"11.1.1",-2184436.93126005,5068175.19076997
1591,"11.1.1",-2322096.22440001,5914706.42390998
1592,"11.1.1",-2197689.40549003,5044499.47291996
1593,"11.1.1",-2303359.77371004,5880381.87086999
1594,"11.1.1",-2158746.78564002,4767314.57587994
1595,"11.1.1",-2154064.48474006,4881622.98465995
1596,"11.1.1",-2451557.22101001,5869904.38327998
1597,"11.1.1",-2250106.76592998,5594550.47711996
1598,"11.1.1",-2414966.27686002,5524646.34541997
1599,"11.1.1",-2175840.75302999,4705468.03426992
1600,"11.1.1",-2391313.02490998,6112712.52735996
1601,"11.1.2",-2313672.85324005,5723936.37371999
1602,"11.1.2",-2309456.31366998,5497792.74207995
1603,"11.1.2",-2318528.78731004,5634811.77244998
1604,"11.1.2",-2389091.89870004,5946911.40198999
1605,"11.1.2",-2331030.06949002,5870528.51643998
1606,"11.1.2",-2389783.94593999,5896955.10939997
1607,"11.1.2",-2370763.42073,5899593.07461998
1608,"11.1.2",-2285358.44049003,5441707.89270997
1609,"11.1.2",-2346694.96895005,5970462.68956
1610,"11.1.2",-2275817.54049,5528388.24731997
1611,"11.1.2",-2324213.19113999,6000363.53075997
1612,"11.1.2",-2281410.33218002,5503209.61127997
1613,"11.1.2",-2292797.12476005,5532139.82544999
1614,"11.1.2",-2300855.95466002,5593128.60267997
1615,"11.1.2",-2383409.61774,5780166.52742997
1616,"11.1.2",-2342379.04157999,5571621.00776996
1617,"11.1.2",-2343324.47967998,5957317.49307997
1618,"11.1.2",-2355614.20620001,5845065.83188997
1619,"11.1.2",-2390559.88889998,5826982.92936996
1620,"11.1.2",-2326136.34165001,5419690.48908997
1621,"11.1.2",-2291640.38888006,5532767.49048998
1622,"11.1.2",-2319807.91799001,5443059.60378997
1623,"11.1.2",-2392820.14384002,5812676.06530998
1624,"11.1.2",-2336222.67717004,5958889.21334998
1625,"11.1.2",-2349319.26333999,5721555.86258996
1626,"11.1.2",-2307081.04405997,5654841.47784996
1627,"11.1.2",-2327264.32729003,5726613.88589997
1628,"11.1.2",-2386089.34603002,5937136.95180998
1629,"11.1.2",-2308634.91391004,5580703.00418998
1630,"11.1.2",-2350157.78699005,5897943.98260999
1631,"11.1.2",-2325044.83348002,5609638.30093997
1632,"11.1.2",-2357092.99804005,5774940.61195999
1633,"11.1.2",-2348340.29824999,5455726.45606995
1634,"11.1.2",-2309881.69019999,5506894.16154996
1635,"11.1.2",-2357642.07264999,5928925.25792997
1636,"11.1.2",-2370432.46178004,5917856.84257999
1637,"11.1.2",-2349849.84635002,5578486.93917997
1638,"11.1.2",-2356667.27877,5639574.77110997
1639,"11.1.2",-2334299.08405998,5771083.97107997
1640,"11.1.2",-2344313.26354002,5742250.51502997
1641,"11.1.2",-2404541.95427005,5839899.83858999
1642,"11.1.2",-2318515.26450998,5572298.97406996
1643,"11.1.2",-2284826.49956004,5554162.57093998
1644,"11.1.2",-2332391.91661001,5542034.64027996
1645,"11.1.2",-2388391.32679002,5706421.40416997
1646,"11.1.2",-2363473.00342998,5672468.23607996
1647,"11.1.2",-2362730.51902001,5609857.52746996
1648,"11.1.2",-2282175.13295001,5422917.94310996
1649,"11.1.2",-2405121.91024002,5916455.37256998
1650,"11.1.2",-2342093.05358002,6055103.78487999
1651,"11.1.2",-2328700.66167004,5682581.63669999
1652,"11.1.2",-2362532.46836004,5992597.77340999
1653,"11.1.2",-2308778.96956997,5553732.16827995
1654,"11.1.2",-2397940.63818003,5924902.00009999
1655,"11.1.2",-2346663.51120004,5825904.21417998
1656,"11.1.2",-2298245.81540998,5601755.71856995
1657,"11.1.2",-2303757.77236006,5613289.12330999
1658,"11.1.2",-2392701.58104001,5997578.39814998
1659,"11.1.2",-2282718.73764001,5603458.49042997
1660,"11.1.2",-2347848.70543001,6034596.07192997
1661,"11.1.2",-2393566.16018003,5929638.34682998
1662,"11.1.2",-2368412.71897002,5783716.84596998
1663,"11.1.2",-2288962.97594002,5525754.46290996
1664,"11.1.2",-2289587.74747005,5648646.29714998
1665,"11.1.2",-2301409.51486004,5594230.00304998
1666,"11.1.2",-2290760.71740002,5642194.04412997
1667,"11.1.2",-2386978.87383998,5864276.30491996
1668,"11.1.2",-2300158.11547997,5680907.42169996
1669,"11.1.2",-2274454.27572004,5451407.92067997
1670,"11.1.2",-2333865.65336,5869260.39313997
1671,"11.1.2",-2278507.14465999,5558595.31642996
1672,"11.1.2",-2332459.90530005,5687594.05399998
1673,"11.1.2",-2359235.22313003,6043241.90957
1674,"11.1.2",-2278061.02413002,5435502.78455996
1675,"11.1.2",-2316163.45235,5577002.48773997
1676,"11.1.2",-2372451.24990998,5859663.15421996
1677,"11.1.2",-2305890.10981001,5654746.50111996
1678,"11.1.2",-2395350.65912003,5981229.98543999
1679,"11.1.2",-2366643.67473005,5875290.06284999
1680,"11.1.2",-2376877.89012998,5728633.13565996
1681,"11.1.2",-2369219.95639005,5825084.49504
1682,"11.1.2",-2275709.80853,5531032.51536996
1683,"11.1.2",-2311069.17737006,5707744.32497999
1684,"11.1.2",-2270030.83948002,5567688.33007998
1685,"11.1.2",-2398454.16027998,5853029.29523997
1686,"11.1.2",-2342167.97055998,5462637.19334994
1687,"11.1.2",-2359720.12100998,5578975.59400996
1688,"11.1.2",-2391123.02840998,5909853.71378997
1689,"11.1.2",-2383166.36647,5818414.60339996
1690,"11.1.2",-2281876.00453997,5615666.92009995
1691,"11.1.2",-2339073.71520004,5610455.42653997
1692,"11.1.2",-2365022.36577005,5751437.61488999
1693,"11.1.2",-2337869.96827004,6043457.46039999
1694,"11.1.2",-2330682.81971,5534968.40069996
1695,"11.1.2",-2353805.21755002,5574506.84666997
1696,"11.1.2",-2326071.50417004,5761805.86949999
1697,"11.1.2",-2371620.68734004,5982021.57256999
1698,"11.1.2",-2329620.99566003,5993712.76241999
1699,"11.1.2",-2314157.67584004,5586931.00221998
1700,"11.1.2",-2314092.64005002,5490460.19985997
1701,"11.1.3",-2160502.65632997,5229246.36391994
1702,"11.1.3",-2174363.89122002,5171070.51060995
1703,"11.1.3",-2314727.95722006,5403453.87600997
1704,"11.1.3",-2373851.46105,5391803.55417995
1705,"11.1.3",-2389915.43978001,5376455.87334996
1706,"11.1.3",-2239215.36881005,5418873.37274998
1707,"11.1.3",-2167832.10840998,5241449.00670995
1708,"11.1.3",-2282512.74703002,5385480.52883997
1709,"11.1.3",-2409801.62717005,5390439.35263998
1710,"11.1.3",-2257052.60357,5295416.50941995
1711,"11.1.3",-2261229.98609002,5409592.46923996
1712,"11.1.3",-2233791.35545002,5460590.71408996
1713,"11.1.3",-2127952.57140005,5163703.92029997
1714,"11.1.3",-2366022.66796004,5421665.10995997
1715,"11.1.3",-2305224.65772002,5387873.44496996
1716,"11.1.3",-2231116.63078998,5468687.73796996
1717,"11.1.3",-2246125.51179003,5438550.61057997
1718,"11.1.3",-2144653.87072004,5187513.50612997
1719,"11.1.3",-2282688.86841999,5320482.16031994
1720,"11.1.3",-2400937.92829003,5454070.11252997
1721,"11.1.3",-2200247.24886001,5293390.15248995
1722,"11.1.3",-2289659.19187005,5362801.52699997
1723,"11.1.3",-2355291.01435002,5378432.48056997
1724,"11.1.3",-2307209.29865998,5384901.51855995
1725,"11.1.3",-2144233.09701003,4954925.01407996
1726,"11.1.3",-2275270.64935003,5321570.27200997
1727,"11.1.3",-2397225.04097001,5440976.28440996
1728,"11.1.3",-2259099.87936002,5329629.39369995
1729,"11.1.3",-2229422.81496004,5468048.29682997
1730,"11.1.3",-2135183.34520001,4818188.81790993
1731,"11.1.3",-2154638.15110999,5236026.14535995
1732,"11.1.3",-2302576.79891003,5384382.63758997
1733,"11.1.3",-2336784.01156999,5365187.04967995
1734,"11.1.3",-2279829.92653001,5385456.36958996
1735,"11.1.3",-2212569.88410005,5470502.71737998
1736,"11.1.3",-2227442.03324997,5434956.41431995
1737,"11.1.3",-2224888.55330005,5288985.73218997
1738,"11.1.3",-2236527.88778998,5291168.13163995
1739,"11.1.3",-2261306.93824998,5307021.77490994
1740,"11.1.3",-2160266.35782003,5143475.01565996
1741,"11.1.3",-2395144.85600002,5381000.60591997
1742,"11.1.3",-2238109.76672004,5296297.66793997
1743,"11.1.3",-2243220.78465997,5436958.36030995
1744,"11.1.3",-2218810.18501003,5465748.89148998
1745,"11.1.3",-2309397.79753006,5377577.45678998
1746,"11.1.3",-2345196.01641002,5366472.85419997
1747,"11.1.3",-2373535.03366001,5422579.44931996
1748,"11.1.3",-2254021.08313003,5458205.36547997
1749,"11.1.3",-2149432.41973002,5181734.90301996
1750,"11.1.3",-2265329.80663002,5328815.41299997
1751,"11.1.3",-2151415.87657,4912951.58217994
1752,"11.1.3",-2234941.13301003,5436438.03634997
1753,"11.1.3",-2340959.84379004,5383205.42193997
1754,"11.1.3",-2231238.05541005,5445665.19753998
1755,"11.1.3",-2395038.25828999,5411648.25285996
1756,"11.1.3",-2230104.18727002,5426229.32176997
1757,"11.1.3",-2305097.68730001,5360567.99325996
1758,"11.1.3",-2160438.08157999,5140821.72784995
1759,"11.1.3",-2136526.29729001,5184512.83156995
1760,"11.1.3",-2175966.74760005,5133681.00965996
1761,"11.1.3",-2179663.86495005,5173847.87154996
1762,"11.1.3",-2121144.17892998,5013542.88976994
1763,"11.1.3",-2139399.68583,5235250.19521996
1764,"11.1.3",-2138411.97495007,4830500.42783996
1765,"11.1.3",-2232616.87304998,5287836.20484995
1766,"11.1.3",-2156210.76736002,5214128.67608995
1767,"11.1.3",-2273192.69142005,5393725.10785997
1768,"11.1.3",-2276086.70650004,5394709.00355997
1769,"11.1.3",-2175441.19914004,5279342.85327997
1770,"11.1.3",-2219819.99396002,5474468.09640997
1771,"11.1.3",-2159921.99327001,5238791.29074996
1772,"11.1.3",-2284813.58626998,5356622.79164994
1773,"11.1.3",-2161634.87200003,5243537.64058997
1774,"11.1.3",-2241495.87586006,5285170.95365998
1775,"11.1.3",-2248419.95730997,5300275.30237994
1776,"11.1.3",-2130910.80659006,5226329.07451997
1777,"11.1.3",-2128592.32343002,5012874.39070995
1778,"11.1.3",-2132464.83873997,4794667.23777992
1779,"11.1.3",-2133279.37737999,4814243.52295993
1780,"11.1.3",-2141230.00856,5257151.64027996
1781,"11.1.3",-2222354.50614003,5447567.69710997
1782,"11.1.3",-2383955.85743002,5404996.38886997
1783,"11.1.3",-2405287.85630006,5414457.96009998
1784,"11.1.3",-2256870.91853,5290970.29726995
1785,"11.1.3",-2231300.79704997,5296701.99267995
1786,"11.1.3",-2369747.66117001,5381564.66050996
1787,"11.1.3",-2366719.59188002,5411091.42513997
1788,"11.1.3",-2332919.76314999,5399662.93237995
1789,"11.1.3",-2231742.45802004,5429095.35605997
1790,"11.1.3",-2138929.40302003,5242038.16795997
1791,"11.1.3",-2390409.87117006,5376147.18325998
1792,"11.1.3",-2277051.41934001,5341783.56579996
1793,"11.1.3",-2167631.62703002,5135073.89343995
1794,"11.1.3",-2251438.08622002,5339675.46581996
1795,"11.1.3",-2220352.98765003,5477716.55775997
1796,"11.1.3",-2125618.55490001,5027293.28506995
1797,"11.1.3",-2352788.54003005,5418879.90428998
1798,"11.1.3",-2231020.18566006,5295621.94744997
1799,"11.1.3",-2214554.38153,5275578.64018996
1800,"11.1.3",-2129269.78497004,5008109.34520996
1801,"12.1.1",-1516992.49456996,4826646.52719994
1802,"12.1.1",-1512989.11029004,4645092.17745994
1803,"12.1.1",-1568760.99034998,4885847.54797994
1804,"12.1.1",-1503371.69976002,4640303.09553995
1805,"12.1.1",-1493550.89389005,4648863.04116994
1806,"12.1.1",-1649377.77058,4675423.53513994
1807,"12.1.1",-1588735.48227001,4731868.32851994
1808,"12.1.1",-1555192.10907002,4737907.12850995
1809,"12.1.1",-1607035.96653006,4515927.24459995
1810,"12.1.1",-1491760.23218999,4763967.59136994
1811,"12.1.1",-1485099.04666998,4865146.22332995
1812,"12.1.1",-1436728.91922006,4726741.74725996
1813,"12.1.1",-1522068.00726004,4710387.55742995
1814,"12.1.1",-1540813.32877003,4707235.57013995
1815,"12.1.1",-1600357.63002005,4705889.05021994
1816,"12.1.1",-1576434.07740998,4527359.87665993
1817,"12.1.1",-1538176.31866004,4837744.73732996
1818,"12.1.1",-1712230.91621998,4780346.45347994
1819,"12.1.1",-1408722.74278002,4694529.27036994
1820,"12.1.1",-1484096.27956996,4846548.11817994
1821,"12.1.1",-1527317.98466003,4779820.98167996
1822,"12.1.1",-1587505.79930001,4572893.66861993
1823,"12.1.1",-1460493.27510999,4676818.51366994
1824,"12.1.1",-1543361.66333998,4613155.28043993
1825,"12.1.1",-1534663.64372002,4607939.28241993
1826,"12.1.1",-1575421.50663998,4957991.05788995
1827,"12.1.1",-1503213.33344001,4913152.02909995
1828,"12.1.1",-1458246.17163,4898301.23388995
1829,"12.1.1",-1465875.11338002,4936148.84587996
1830,"12.1.1",-1553149.64515005,4977631.18253997
1831,"12.1.1",-1495694.57518003,4709305.50063995
1832,"12.1.1",-1612362.67315006,4669786.87446995
1833,"12.1.1",-1643902.44600007,4626650.13973995
1834,"12.1.1",-1645466.71310998,4660175.46347993
1835,"12.1.1",-1579821.36326998,4876993.46934994
1836,"12.1.1",-1498263.46761004,4735391.83828996
1837,"12.1.1",-1550770.25017,4561473.83542994
1838,"12.1.1",-1471107.98809001,4734155.94353994
1839,"12.1.1",-1483770.96805,4655837.27883994
1840,"12.1.1",-1536809.02343006,4849910.42358996
1841,"12.1.1",-1713782.89855006,4815206.76831996
1842,"12.1.1",-1552092.19849002,4986102.09581996
1843,"12.1.1",-1466877.17741005,4704237.73021996
1844,"12.1.1",-1469359.74810001,4817210.70158994
1845,"12.1.1",-1491033.10183003,4906509.71342995
1846,"12.1.1",-1617610.64996002,4749271.14737995
1847,"12.1.1",-1604243.17696004,4702459.78515995
1848,"12.1.1",-1571313.23937998,4706348.37901994
1849,"12.1.1",-1460548.68869004,4803417.57216995
1850,"12.1.1",-1543690.66528006,4682076.34513995
1851,"12.1.1",-1565806.71106997,4816568.71599993
1852,"12.1.1",-1564241.32916,4702418.69915994
1853,"12.1.1",-1456349.71328005,4832546.50833995
1854,"12.1.1",-1428218.29786002,4710233.92801994
1855,"12.1.1",-1587214.33329997,4625983.85079992
1856,"12.1.1",-1664550.23580002,4591924.93726994
1857,"12.1.1",-1577799.63356998,4584828.89295993
1858,"12.1.1",-1445002.87148002,4685476.26024995
1859,"12.1.1",-1502655.65210999,4930751.93227995
1860,"12.1.1",-1496502.95327997,4637802.09754993
1861,"12.1.1",-1532684.29741004,4553855.16765994
1862,"12.1.1",-1557602.57470998,4828151.31368995
1863,"12.1.1",-1572269.13290002,4542358.67486993
1864,"12.1.1",-1467019.84203003,4789212.44503996
1865,"12.1.1",-1507280.71563004,4639432.03696994
1866,"12.1.1",-1565977.04682998,4800143.65806994
1867,"12.1.1",-1523756.26482997,4636130.22049993
1868,"12.1.1",-1536931.81290997,4820830.96615994
1869,"12.1.1",-1515446.44058998,4966667.39403995
1870,"12.1.1",-1672455.29758998,4660081.25500993
1871,"12.1.1",-1480605.67136999,4725807.88596994
1872,"12.1.1",-1621146.57412998,4755881.61287993
1873,"12.1.1",-1515325.38065006,4928887.88428997
1874,"12.1.1",-1483806.14323,4640160.69398994
1875,"12.1.1",-1571395.85693999,4808486.75913994
1876,"12.1.1",-1662573.59032006,4776772.85041996
1877,"12.1.1",-1562939.13205001,4677603.71210994
1878,"12.1.1",-1619732.68156006,4763977.13517996
1879,"12.1.1",-1493120.26446003,4792090.56497995
1880,"12.1.1",-1603535.74723003,4834183.95989996
1881,"12.1.1",-1626076.23423997,4889977.64643994
1882,"12.1.1",-1626018.96727001,4703407.69041994
1883,"12.1.1",-1644883.99649004,4731167.82991996
1884,"12.1.1",-1648244.30372002,4663144.77757995
1885,"12.1.1",-1580358.15833001,4827855.53361996
1886,"12.1.1",-1560356.20414004,4722798.69514995
1887,"12.1.1",-1586769.80595005,4752735.74120996
1888,"12.1.1",-1438612.50684001,4736126.63917995
1889,"12.1.1",-1462609.09079002,4927925.91781995
1890,"12.1.1",-1613501.66262005,4719903.15790995
1891,"12.1.1",-1426882.16486004,4731701.53732995
1892,"12.1.1",-1554031.87824002,4612797.17007994
1893,"12.1.1",-1467557.46983999,4877082.19942995
1894,"12.1.1",-1642881.64845005,4745655.92394996
1895,"12.1.1",-1488355.60432997,4737756.96960993
1896,"12.1.1",-1602504.05611997,4756142.97758994
1897,"12.1.1",-1552330.00095,4794812.54040994
1898,"12.1.1",-1678645.44324006,4624429.71306995
1899,"12.1.1",-1481937.95221998,4745386.01301993
1900,"12.1.1",-1608818.29607001,4899514.18256995
1901,"12.1.2",-1148076.3897,3980416.31258991
1902,"12.1.2",-1247353.82588,4204346.10380993
1903,"12.1.2",-1223305.44147996,4268984.99797992
1904,"12.1.2",-1317227.90691002,4441289.06561993
1905,"12.1.2",-1397336.47744997,4553492.21436993
1906,"12.1.2",-1362128.71323005,4306517.44559993
1907,"12.1.2",-1224080.51929006,4303782.14189993
1908,"12.1.2",-1362285.23038997,4526093.61970993
1909,"12.1.2",-1321552.47420998,4346717.21068992
1910,"12.1.2",-1406912.30164998,4669787.64405993
1911,"12.1.2",-974545.169118063,3752134.49974991
1912,"12.1.2",-1215181.27148998,4184403.30141992
1913,"12.1.2",-1248467.28311001,4204834.15037992
1914,"12.1.2",-861383.185512975,3386331.95137988
1915,"12.1.2",-1246429.05808999,4132195.79770992
1916,"12.1.2",-985989.659224047,3514468.6604499
1917,"12.1.2",-1370892.69837996,4323148.36721992
1918,"12.1.2",-993927.813314034,3441391.59853989
1919,"12.1.2",-1077086.10032001,3673444.3750599
1920,"12.1.2",-1213557.58055998,3914444.58357991
1921,"12.1.2",-1006568.83550997,3434198.61880988
1922,"12.1.2",-1166049.88478997,3834522.3983899
1923,"12.1.2",-1189629.61809,4013903.39657991
1924,"12.1.2",-1021889.73722997,3469433.56855989
1925,"12.1.2",-968659.194578968,3477032.69972988
1926,"12.1.2",-1252278.95610002,4447091.54383994
1927,"12.1.2",-972432.276080027,3466448.03206989
1928,"12.1.2",-1368540.77220001,4543751.44094994
1929,"12.1.2",-1219860.48485002,4279252.72435993
1930,"12.1.2",-1129010.36946998,3762887.9775699
1931,"12.1.2",-1263998.1371,4139663.55291991
1932,"12.1.2",-1304007.40979997,4499288.97684992
1933,"12.1.2",-1223551.8895,4191054.25900992
1934,"12.1.2",-1309522.77201004,4162946.95277992
1935,"12.1.2",-945930.034932063,3457119.46006989
1936,"12.1.2",-1222768.66129001,4196933.57720992
1937,"12.1.2",-1360861.07820998,4608126.10476994
1938,"12.1.2",-1363605.38662004,4626469.09911995
1939,"12.1.2",-1278137.19064004,4190192.44207993
1940,"12.1.2",-1002545.84526998,3659083.33183989
1941,"12.1.2",-1279545.68425001,4155876.17522992
1942,"12.1.2",-1263048.05779996,4454164.11523992
1943,"12.1.2",-766149.454406047,3387489.97301989
1944,"12.1.2",-1294004.61229005,4268317.45048993
1945,"12.1.2",-1002833.53604001,3438654.63792989
1946,"12.1.2",-1394373.04964004,4349163.14666993
1947,"12.1.2",-1159996.31500002,3889978.01833991
1948,"12.1.2",-1208836.91745996,3850248.1968299
1949,"12.1.2",-1226567.82136005,4233000.83388993
1950,"12.1.2",-1293738.55273999,4370717.96442993
1951,"12.1.2",-1048822.25572001,3457082.02145989
1952,"12.1.2",-1287877.49261005,4116916.95061992
1953,"12.1.2",-1003919.04950997,3580826.06100989
1954,"12.1.2",-1251177.81762006,4091499.66511993
1955,"12.1.2",-1452416.44192007,4615497.59675995
1956,"12.1.2",-985554.471998978,3524559.91234989
1957,"12.1.2",-1336946.55341999,4286190.42602992
1958,"12.1.2",-884543.144801067,3426930.28389989
1959,"12.1.2",-906748.937401978,3342198.27856989
1960,"12.1.2",-1175166.22392006,3845494.36562991
1961,"12.1.2",-957349.254607021,3570355.24104989
1962,"12.1.2",-1135166.86237,3958054.25289991
1963,"12.1.2",-986455.976178022,3664452.4399099
1964,"12.1.2",-1292354.96632,4357203.62035993
1965,"12.1.2",-1134733.41722004,3816971.78020991
1966,"12.1.2",-887940.417505985,3415019.08688988
1967,"12.1.2",-1213527.91385002,4400609.47756993
1968,"12.1.2",-1000674.83754005,3528417.54243989
1969,"12.1.2",-1267203.88413004,4116024.37491992
1970,"12.1.2",-1049138.29241999,3434217.40150988
1971,"12.1.2",-915266.622931963,3664750.6032299
1972,"12.1.2",-1126601.61585998,3954704.29827991
1973,"12.1.2",-1003511.35111997,3690818.9621099
1974,"12.1.2",-1384955.41109005,4343669.64679993
1975,"12.1.2",-1057280.49535006,3773997.71477991
1976,"12.1.2",-1204125.19699003,4019259.96378991
1977,"12.1.2",-766261.243399965,3370026.26348989
1978,"12.1.2",-1182169.65420002,3983352.96285991
1979,"12.1.2",-964235.106045058,3561822.1163099
1980,"12.1.2",-1403750.36973001,4622506.28840994
1981,"12.1.2",-1119563.66446003,3893557.15100992
1982,"12.1.2",-1268898.29197004,4442740.94138993
